Author,Title,Class Number,Class Name,Quarter,Year,Descriptors,Location,
"Maciolek, Nancy J.",Foraging area of the terebellid polychaete Eupolymnia heterobranchia Johnson,Zoology 533,Advanced Invertebrate Zoology,Summer,1977,"Eupolymnia heterobranchia
","Snug Harbor, San Juan Island",
"Pepe, Philip",The ratio of egg volume to body volume in five species of polychaetes and its relation to r and K-selection,Zoology 533,Advanced Invertebrate Zoology,Summer,1977,Platynereis bicanaliculata; Axiothella rubrocincta; Serpula vermicularis,,
"Seaborn, Charles",Distribution and feeding behavior in Cheilonereis cyclurus,Zoology 533,Advanced Invertebrate Zoology,Summer,1977,"Cheilonereis cyclurus
",,
"Shaffer, Phillip",The feeding biology of Podarke pugettensis (Polychaeta: Hesionidae),Zoology 533,Advanced Invertebrate Zoology,Summer,1977,"Podarke pugettensis
",,
"Carey, Debbie",A disease survey of Leptocottus armatus,Fisheries 465a,Marine Fish Biology,Summer,1977,"Leptocottus armatus
",,
"Dawson, Margaret","A comparison of age, growth and feeding of walleye pollock (Theragra chalcogramma) in the Bering Sea and North Puget Sound",Fisheries 465a,Marine Fish Biology,Summer,1977,"Theragra chalcogramma
","Bering Sea; Puget Sound, Northern",
"Grossman, Andrew",Fish repopulation and tidepool recovery at Deadman Bay,Fisheries 465a,Marine Fish Biology,Summer,1977,"Oligocottus maculosus; Basiella; Clinocottus
","Deadman Bay, San Juan Island",
"Jones, Anthony",Ichthyofauna of subtidal rocky interstices of the San Juan Islands,Fisheries 465a,Marine Fish Biology,Summer,1977,Coryphopterus nicholsi; Ronquilus jordani; Sebastes emphaeus,San Juan Islands,
"Likes, Jim","Diel onshore/offshore movements and feeding activities of fishes near Pt. Caution, San Juan Island, Washington",Fisheries 465a,Marine Fish Biology,Summer,1977,Sebastes flavidus; Squalus acanthias; Hydrolagus colliei,"Point Caution, San Juan Island",
"Milne, David H.",Fish assemblages in several habitats,Fisheries 465a,Marine Fish Biology,Summer,1977,Ammodytes hexapterus; Parophrys vetulus; Clinocottus acuticeps,,
"Milne, David H.",Maximum feeding capacity of juvenile staghorn sculpins (Leptocottus armatus),Fisheries 465a,Marine Fish Biology,Summer,1977,Leptocottus armatus; Nereis procera; Leptochelia savignyi,,
"Minor, Ralph",Characteristic fish assemblages of nearshore waters in the San Juan Islands as sampled in early Summer,Fisheries 465a,Marine Fish Biology,Summer,1977,Leptocottus armatus; Lumpenus sagitta; Oncorhynchus nerka,San Juan Islands,
"Minor, Ralph","Natural history of the black eyed goby, Coryphopterus nicholsi (Bean), near San Juan Island",Fisheries 465a,Marine Fish Biology,Summer,1977,Coryphopterus nicholsi; Ronquilus jordani; Sebastes emphaeus,San Juan Island,
"Quall, Cathy A.",A comparative study of fish assembages associated with five habitat types,Fisheries 465a,Marine Fish Biology,Summer,1977,Ammodytes hexapterus; Lumpenus sagitta; Zostera,,
"Quall, Cathy A.","A diving survey of the rocky subtidal fish assemblage at Collins Cove, San Juan Island",Fisheries 465a,Marine Fish Biology,Summer,1977,Microgadus proximus; Jordania zonope; Sebastes emphaeus,"Colin's Cove, San Juan Island",
"Rutherford, Edward","Food and habitat preferences of some intertidal blennioid fishes on San Juan Island, Washington",Fisheries 465a,Marine Fish Biology,Summer,1977,Anoplarchus purpurescens; Xiphister mucosus; Xiphister atropurpureus,San Juan Island,
"Smith, M. Holly","The tidepool movements of Oligocottus maculosus at Deadman Bay, San Juan Island, Washington",Fisheries 465a,Marine Fish Biology,Summer,1977,"Oligocottus maculosus
","Deadman Bay, San Juan Island",
"Warren, Robert",Feeding behavior of the longfin sculpin: Jordania zonope,Fisheries 465a,Marine Fish Biology,Summer,1977,"Jordania zonope
",,
"Whelen, Mike","Feeding strategies of juvenile chum salmon (Oncorhynchus keta) in Eagle Cove, San Juan Island, Washington",Fisheries 465a,Marine Fish Biology,Summer,1977,Oncorhynchus keta; Epilabidocera amphitrites; Ammodytes hexapterus,"Eagle Cove, San Juan Island",
"Barker, Walter A.; Basil, Ileana C.; Mead, James L.","Marine flora and fauna observed along a transect line in False Bay, Spring 1978",Botany 445; Zoology 430,Marine Algology Marine Zoology,Spring,1978,,"False Bay, San Juan Island",
"Fischer, John; Goebel, Mike; Marek, Lynn",False Bay Transect Group II Report,Botany 445; Zoology 430,Marine Algology Marine Zoology,Spring,1978,,"False Bay, San Juan Island",
"Cheyette, David; Elguezabal, Xabier; Hulsman, Steve","Qualitative study of the flora and fauna of False Bay, San Juan Island, Washington",Botany 445; Zoology 430,Marine Algology Marine Zoology,Spring,1978,,"False Bay, San Juan Island",
"Alexander, Andrea",A survey of the Lyngbya community at Jakle's Lagoon,Botany 445; Zoology 430,Marine Algology Marine Zoology,Fall,1978,Lyngbya,"Jakle's Lagoon, San Juan Island",
"Bressler, Steven L.",A qualitative analysis of the surface plankton of Friday Harbor,Botany 445; Zoology 430,Marine Algology Marine Zoology,Fall,1978,,Friday Harbor,
"Field, L. Jay",The associates of Phyllospadix in a mid-littoral tide pool,Botany 445; Zoology 430,Marine Algology Marine Zoology,Fall,1978,Phyllospadix,,
"Gold, Warren G.",The intertidal zonatation of Beaverton Bay,Botany 445; Zoology 430,Marine Algology Marine Zoology,Fall,1978,,Beaverton Cove,
"Hart, Sarah",Plastic as a way of life,Botany 445; Zoology 430,Marine Algology Marine Zoology,Fall,1978,,,
"Kinsel, Linda",Float communities of Friday Harbor town dock:  a study of substrate effect on zonation,Botany 445; Zoology 430,Marine Algology Marine Zoology,Fall,1978,,Friday Harbor,
"Kuehnoel, Gregory S.","A survey study of an intertidal log community, False Bay, San Juan Island",Botany 445; Zoology 430,Marine Algology Marine Zoology,Fall,1978,,"False Bay, San Juan Island",
"Lowell, Rick",The effects of exposure to sunlight and waves on intertidal zonation,Botany 445; Zoology 430,Marine Algology Marine Zoology,Fall,1978,,,
"Merrick, Randolph V.",A comparison of high intertidal tidepools on the windward vs. leeward side of Eagle Point on San Juan Island,Botany 445; Zoology 430,Marine Algology Marine Zoology,Fall,1978,,"Eagle Point, San Juan Island",
"Tierney, Cynthia",A study of the community on large rocks in Argyle Stream,Botany 445; Zoology 430,Marine Algology Marine Zoology,Fall,1978,,"Argyle Creek, San Juan Island",
"Vilumsons, Kathryn E.","Salt marsh community structure in Argyle Lagoon, Friday Harbor, Washingon",Botany 445; Zoology 430,Marine Algology Marine Zoology,Fall,1978,,"Argyle Lagoon, San Juan Island",
"Williams, George T.","Common flora and fauna of the intertidal rocks at the head of False Bay, November 1978",Botany 445; Zoology 430,Marine Algology Marine Zoology,Fall,1978,,"False Bay, San Juan Island",
"McDowell, Gloria; Barker, Wally; Trautman, Jamie","The vertical distribution of flora and fauna in the rocky intertidal of Goose Island, San Juan County, Washington Spring 1978",Botany 445; Zoology 430,Marine Algology Marine Zoology,Spring,1978,,"Goose Island, San Juan County",
"Basil, Ileana; Fischer, John; Hulsman, Steve","A study of intertidal distribution, zonation and associations on Goose Island, Washington",Botany 445; Zoology 430,Marine Algology Marine Zoology,Spring,1978,,"Goose Island, San Juan County",
"Cheyette, David; Elguezabal, Xabier; Goebel, Mike",Goose Island Transect Group C,Botany 445; Zoology 430,Marine Algology Marine Zoology,Spring,1978,,"Goose Island, San Juan County",
"Caffey, Hugh","Diurnal feeding in the absence of migration in the copepod, Acartia clausi Giesbrecht",Oceanography 533,Zooplankton Ecology,Summer,1978,"Acartia clausi; Thalassiosira pseudonana
",,
"Hackney, John M.",A study of the influence of varied swimming speeds on respiration of Archaeomysis grebnitzkii,Oceanography 533,Zooplankton Ecology,Summer,1978,Archaeomysis grebnitzkii; Neomysis; Mysis relicta,,
"Hall, Maria",Respiration rates for different developmental stages of Acartia clausi Giesbrecht,Oceanography 533,Zooplankton Ecology,Summer,1978,Acartia clausi; Gonyaulax simplex; Dunaliella,,
"Reshkin, Stephan J.",Preliminary explorations into the carbon budget of a brachyuran megalopa,Oceanography 533,Zooplankton Ecology,Summer,1978,"Cancer; Acartia clausi
",,
"Thompson, Valli S.","A preliminary study of the incorporation of carbon into the mucus feeding house of Oikopleura dioica (Tunicata, Appendicularia) using 14c",Oceanography 533,Zooplankton Ecology,Summer,1978,"Oikopleura dioica
",,
"Williamson, Craig E; Colton, Thomas F.",Mechanisms of predation in Epilabidocera amphitrites and Tortanus discaudatus: an observational approach,Oceanography 533,Zooplankton Ecology,Summer,1978,"Epilabidocera amphitrites; Tortanus discaudatus; calanoids
",,
"Berrick, Stephan L.",Some observations on the symbiotic relationship of the bopyrid isopod Hemiarthrus abdominalis (Kroyer) and the caridean shrimp Heptacarpus paludicola (Holmes),Zoology 533,Advanced Invertebrate Zoology,Summer,1978,"Hemiarthrus abdominalis; Heptacarpus paludicola
",,
"Dienst, Marilyn L.","Pilot studies concerning a possible diel pattern of translocation between endosymbiotic zooxanthellae and their host, Anthopleura elegantissima",Zoology 533,Advanced Invertebrate Zoology,Summer,1978,"Anthopleura elegantissima; Gymnodinium microadriaticum
",,
"Lerch, Karin A.",An examination of cell division in symbiotic dinoflagellates,Zoology 533,Advanced Invertebrate Zoology,Summer,1978,"Gymnodinium microadriaticum; Anthopleura elegantissima
",,
"Long, Teresa C.",Evidence for reverse translocation: movement of 14C-labelled substrates from Anthopleura elegantissima to its algal endosymbionts,Zoology 533,Advanced Invertebrate Zoology,Summer,1978,"Anthopleura elegantissima; Gymnodinium microadriaticum
",,
"McDonald, Virginia N.",Host specificity and nutritional dependence of Proboscidactyla flavicirrata on its sabellid host Schizobranchia insignis,Zoology 533,Advanced Invertebrate Zoology,Summer,1978,"Proboscidactyla flavicirrata; Schizobranchia insignis; Hydroids
",,
"More, Kane J.","Uptake of 14C-glycine by Portunion conformis (Muscatine, 1956), an isopod endoparasitic in Hemigrapsus oregonensis and H. nudus",Zoology 533,Advanced Invertebrate Zoology,Summer,1978,Portunion conformis; Hemigrapsus oregonensis; Hemigrapsus nudus,,
"Rader, Douglas N.","The effects of infection by the orthonectid Rhopalura ophiocomae on its host ophiuroid, Amphipholis squamata, at Snug Harbor, WA",Zoology 533,Advanced Invertebrate Zoology,Summer,1978,"Rhopalura ophiocomae; Amphipholis squamata
","Snug Harbor, San Juan Island",
"Richards, Laura J.",Mites and amphipod fitness: are they related?,Zoology 533,Advanced Invertebrate Zoology,Summer,1978,"Orchestia traskiana; Gammaridacarus; Orchestoideae
",,
"Shinn, George","The food of two umagillid turbellarians: Syndisyrinx franciscanus from Strongylocentrotus droebachiensis, and Syndesmis dendrastorum from Dendraster excentricus",Zoology 533,Advanced Invertebrate Zoology,Summer,1978,"Syndisyrinx franciscanus; Syndesmis dendrastorum
",,
"Smith, Patricia D.",Light intensity and nutrient effects on the photosynthetic rate of the lichen Peltigera canina and its relevance to symbiosis,Zoology 533,Advanced Invertebrate Zoology,Summer,1978,"Peltigera canina
",,
"Nostdal, Jon; Thompson, Karen",Effects of ion replacement and an amino acid on excitation-contraction coupling,Zoology 538,Comparative Physiology,Spring,1978,"Balanus nubilis
",,
"Jacobs, Gwen; O'Dowd, Diane",The use of Lucifer Yellow CH as an intracellular dye in Tritonia diomedea neurons,Zoology 538,Comparative Physiology,Spring,1978,"Tritonia diomedea
",,
"O'Dowd, Diane; Hertzberg, Richard",Quantification of movement responses to neuronal stimulation in Tritonia diomedea,Zoology 538,Comparative Physiology,Spring,1978,"Tritonia diomedea
",,
"Pedersen, Rob","The effects of lowered pH, cAMP and temperature on sodium efflux in Balanus nubilis muscle fibers",Zoology 538,Comparative Physiology,Spring,1978,"Balanus nubilis
",,
"Thompson, Karen; Waks, Victoria J.",Neuronal control of escape swimming response in Tritonia diomedea,Zoology 538,Comparative Physiology,Spring,1978,"Tritonia diomedea
",,
"Butler, Barbara",Sodium efflux from simple barnacle muscle fibers,Zoology 538,Comparative Physiology,Spring,1978,"Balanus nubilis
",,
"Nostdal, Jon",Anomalous rectification and electrotonic coupling in Tritonia buccal ganlia,Zoology 538,Comparative Physiology,Spring,1978,"Tritonia diomedea
",,
"Waks, Victoria; Pedersen, Rob",The effects of CO2 and hyperpolarizing stimuli on E-C coupling in sengle muscle fibers from Balanus nubilus,Zoology 538,Comparative Physiology,Spring,1978,"Balanus nubilis
",,
"Waks, Victoria J.",Oubain and CO2 sensitive components of the Na pump in barnacle fibres,Zoology 538,Comparative Physiology,Spring,1978,"Balanus nubilis
",,
"Hertzberg, Richard",Effect of CO2 on Na22 efflux in giant barnacle fibers,Zoology 538,Comparative Physiology,Spring,1978,"Balanus nubilis
",,
"Jacobs, Gwen",Stimulation of Na22 efflux in barnacle muscle fibers by application of external CO2,Zoology 538,Comparative Physiology,Spring,1978,"Balanus nubilis
",,
"O'Dowd, Diane K.",The effect of cAMP and caffeine on sodium transport in the giant muscle fibers of Balanus nubilus,Zoology 538,Comparative Physiology,Spring,1978,"Balanus nubilis
",,
"O'Dowd, Diane K.; Jacobs, Gwen",Excitation-contraction coupling: the effects of low Ca++ or Na++ on electrical and chemically evoked tension and the use of aequorin as an indicator of free intracellular Ca++  (incomplete?),Zoology 538,Comparative Physiology,Spring,1978,"Balanus nubilis
",,
"Masinovsky, Boris; Nostdal, Jon",Synaptic inhibition in neurons of Tritonia,Zoology 538,Comparative Physiology,Spring,1978,Tritonia diomedea; Hermissenda,,
"Spencer, Maribeth","The effect of external k+ concentration, oubain, external pH and cAMP on Na+ efflux in giant barnacle muscle fibers",Zoology 538,Comparative Physiology,Spring,1978,"Balanus nubilis
",,
"Nostdal, Jon","Efflux of sodium from muscle fibers of the acorn barnacle, Balanus nubilus",Zoology 538,Comparative Physiology,Spring,1978,"Balanus nubilis
",,
"Spencer, Maribeth",Excitation contraction coupling in single giant barnacle muscle fibers,Zoology 538,Comparative Physiology,Spring,1978,"Balanus nubilis
",,
"Thompson, Karen; Spencer, Maribeth",Chemical transmission in Tritonia diomedea,Zoology 538,Comparative Physiology,Spring,1978,"Tritonia diomedea
",,
"Thompson, Karen J.; Waks, Victoria J.",Electrically coupled neurons in brain and buccal ganglia of Tritonia,Zoology 538,Comparative Physiology,Spring,1978,"Tritonia diomedea
",,
"Spencer, Maribeth; Hertzberg, Richard",Electrical synapse in buccal ganglia of Tritonia diomedia,Zoology 538,Comparative Physiology,Spring,1978,"Tritonia diomedea
",,
"Jacobs, Gwen; Pedersen, Rob",Elicitation of motor responses in Tritonia through intracellular stimulation of identifiable brain cells,Zoology 538,Comparative Physiology,Spring,1978,"Tritonia diomedea
",,
"Thompson, Karen J.",Na efflux from the giant barnacle muscle fiber: a study of oubain and K interactions,Zoology 538,Comparative Physiology,Spring,1978,"Balanus nubilis
",,
"Waks, Victoria; Butler, Barb",Chemically mediated synapses and electrically coupled cells in the brain of Tritonia diomedia,Zoology 538,Comparative Physiology,Spring,1978,"Tritonia diomedea
",,
"VanDuzer, Katy",Identification guide to limpets of the Friday Harbor region: a study of morphological variation in the limpet Collisella pelta,Biology S32 (Bates College),Marine Ecology (Biological Studies on Limpets),Spring,1978,"Collisella pelta
",,
"Baird, Catherine L.",Observations on movement in Collisella digitalis and Collisella strigatella,Biology S32 (Bates College),Marine Ecology (Biological Studies on Limpets),Spring,1978,Collisella digitalis; Collisella strigatella; Littorina,,
